sample_index,timestamp_s,ecg_clean_mv,analog_v,adc_code,label,source
0,0.0,4.4416643783458506e-18,1.5037516418495929,12030,tachycardia,synthetic_ads1115
1,0.004,1.9784675975219798e-17,1.4927308064481708,11941,tachycardia,synthetic_ads1115
2,0.008,8.590022690145054e-17,1.502318373633178,12018,tachycardia,synthetic_ads1115
3,0.012,3.6353128224555763e-16,1.4970024414273455,11976,tachycardia,synthetic_ads1115
4,0.016,1.4995859001301778e-15,1.4968280705687922,11974,tachycardia,synthetic_ads1115
5,0.02,6.029523325381277e-15,1.5003521220174403,12002,tachycardia,synthetic_ads1115
6,0.024,2.3630704905287746e-14,1.5030299783065435,12024,tachycardia,synthetic_ads1115
7,0.028,9.027186971714684e-14,1.5029773379623277,12023,tachycardia,synthetic_ads1115
8,0.032,3.361323106321635e-13,1.4948785853526354,11959,tachycardia,synthetic_ads1115
9,0.036,1.2199727945266306e-12,1.5080084772565774,12064,tachycardia,synthetic_ads1115
10,0.04,4.315907146668e-12,1.5048125471879965,12038,tachycardia,synthetic_ads1115
11,0.044,1.48825071765469e-11,1.5061658195832535,12049,tachycardia,synthetic_ads1115
12,0.048,5.002212878840517e-11,1.5049824509521166,12039,tachycardia,synthetic_ads1115
13,0.052,1.6388163974906297e-10,1.5012892513549243,12010,tachycardia,synthetic_ads1115
14,0.056,5.233358578645203e-10,1.498412195684944,11987,tachycardia,synthetic_ads1115
15,0.06,1.6289687238668103e-09,1.5054726131213685,12043,tachycardia,synthetic_ads1115
16,0.064,4.942276747473903e-09,1.5082392104674487,12066,tachycardia,synthetic_ads1115
17,0.068,1.4615828427515878e-08,1.5065229144426027,12052,tachycardia,synthetic_ads1115
18,0.072,4.213101027244724e-08,1.5053879644791859,12043,tachycardia,synthetic_ads1115
19,0.076,1.1837564861843712e-07,1.5005205249749523,12004,tachycardia,synthetic_ads1115
20,0.08,3.2419396889990044e-07,1.5086833955402663,12069,tachycardia,synthetic_ads1115
21,0.084,8.654252298733617e-07,1.5146089663216824,12117,tachycardia,synthetic_ads1115
22,0.088,2.251833284692217e-06,1.510406135945695,12083,tachycardia,synthetic_ads1115
23,0.092,5.711168552545896e-06,1.4995412687138368,11996,tachycardia,synthetic_ads1115
24,0.096,1.4118734849789173e-05,1.5010452782318884,12008,tachycardia,synthetic_ads1115
25,0.1,3.402112323900369e-05,1.508887493919159,12071,tachycardia,synthetic_ads1115
26,0.104,7.990676988897895e-05,1.5163729023611054,12131,tachycardia,synthetic_ads1115
27,0.108,0.0001829365833975948,1.5063556175039488,12050,tachycardia,synthetic_ads1115
28,0.112,0.0004082250147976323,1.5051313669922477,12041,tachycardia,synthetic_ads1115
29,0.116,0.0008879340786679112,1.5063583888113685,12050,tachycardia,synthetic_ads1115
30,0.12,0.0018825386294720975,1.506904953922253,12055,tachycardia,synthetic_ads1115
31,0.124,0.003890354077767902,1.5119775434356701,12095,tachycardia,synthetic_ads1115
32,0.128,0.007836396913117265,1.5149699162824541,12119,tachycardia,synthetic_ads1115
33,0.132,0.015386001870080135,1.505935380177971,12047,tachycardia,synthetic_ads1115
34,0.136,0.02944538235905049,1.503715787483185,12029,tachycardia,synthetic_ads1115
35,0.14,0.054927606738692715,1.5125791902753094,12100,tachycardia,synthetic_ads1115
36,0.144,0.09987256790262126,1.5102221973765053,12081,tachycardia,synthetic_ads1115
37,0.148,0.1770043002793396,1.5162910649869055,12130,tachycardia,synthetic_ads1115
38,0.152,0.3057760596755268,1.505813736666102,12046,tachycardia,synthetic_ads1115
39,0.156,0.5148790291271499,1.5008081149978103,12006,tachycardia,synthetic_ads1115
40,0.16,0.845062807872588,1.51584086605076,12126,tachycardia,synthetic_ads1115
41,0.164,1.3519319583923268,1.518237542833314,12146,tachycardia,synthetic_ads1115
42,0.168,2.108155985771629,1.5137039131298224,12109,tachycardia,synthetic_ads1115
43,0.172,3.2042966113603826,1.5092763732049075,12074,tachycardia,synthetic_ads1115
44,0.176,4.747278827736013,1.5111561857262383,12089,tachycardia,synthetic_ads1115
45,0.18,6.855495207791733,1.5193503990987796,12154,tachycardia,synthetic_ads1115
46,0.184,9.649726047122241,1.5295330249004304,12236,tachycardia,synthetic_ads1115
47,0.188,13.239549196338423,1.529300914103839,12234,tachycardia,synthetic_ads1115
48,0.192,17.705715137382647,1.525155707484652,12201,tachycardia,synthetic_ads1115
49,0.196,23.080000235552763,1.5326302365359923,12261,tachycardia,synthetic_ads1115
50,0.2,29.32514758055553,1.540418992224793,12323,tachycardia,synthetic_ads1115
51,0.204,36.3183964581924,1.545571925279506,12364,tachycardia,synthetic_ads1115
52,0.208,43.84248733319422,1.5590384339431305,12472,tachycardia,synthetic_ads1115
53,0.212,51.587652587488236,1.5639575248197986,12511,tachycardia,synthetic_ads1115
54,0.216,59.166844636367706,1.567861003151852,12543,tachycardia,synthetic_ads1115
55,0.22,66.14440479938366,1.5814716831345028,12651,tachycardia,synthetic_ads1115
56,0.224,72.07586744232385,1.586217168475346,12689,tachycardia,synthetic_ads1115
57,0.228,76.55414390908409,1.584830798200045,12678,tachycardia,synthetic_ads1115
58,0.232,79.25553315330954,1.5922054341034864,12737,tachycardia,synthetic_ads1115
59,0.236,79.97836851820512,1.5924533810612964,12739,tachycardia,synthetic_ads1115
60,0.24,78.66789887582114,1.5876418150447211,12701,tachycardia,synthetic_ads1115
61,0.244,75.42314232228377,1.5925267518570214,12740,tachycardia,synthetic_ads1115
62,0.248,70.48452137206493,1.5851650616849147,12681,tachycardia,synthetic_ads1115
63,0.252,64.204423248263,1.57863298627343,12629,tachycardia,synthetic_ads1115
64,0.256,57.00568969577575,1.566589782818658,12532,tachycardia,synthetic_ads1115
65,0.26,49.33481696909536,1.5613925908213595,12491,tachycardia,synthetic_ads1115
66,0.264,41.61701239571296,1.5641703944885754,12513,tachycardia,synthetic_ads1115
67,0.268,34.21923847342525,1.5577804728828646,12462,tachycardia,synthetic_ads1115
68,0.272,27.425328843259003,1.535581351870197,12284,tachycardia,synthetic_ads1115
69,0.276,21.424732653967617,1.5321267419128748,12257,tachycardia,synthetic_ads1115
70,0.28,16.3140221139604,1.5337047573451577,12269,tachycardia,synthetic_ads1115
71,0.284,12.1084556909196,1.530452568464452,12243,tachycardia,synthetic_ads1115
72,0.288,8.7598880873139,1.5311468274942717,12249,tachycardia,synthetic_ads1115
73,0.292,6.177183250421692,1.5175746977218996,12140,tachycardia,synthetic_ads1115
74,0.296,4.245849739569266,1.5221022588173856,12176,tachycardia,synthetic_ads1115
75,0.3,2.844599660955817,1.5201658154744029,12161,tachycardia,synthetic_ads1115
76,0.304,1.8576356562353653,1.525965111091051,12207,tachycardia,synthetic_ads1115
77,0.308,1.1824529601712042,1.5231338258961977,12185,tachycardia,synthetic_ads1115
78,0.312,0.7336583680509711,1.5154353100078972,12123,tachycardia,synthetic_ads1115
79,0.316,0.4437081499510447,1.5095932491047246,12076,tachycardia,synthetic_ads1115
80,0.32,0.2615845658041887,1.5233761394493928,12187,tachycardia,synthetic_ads1115
81,0.324,0.15034338597340274,1.5266884292879108,12213,tachycardia,synthetic_ads1115
82,0.328,0.08426320394618227,1.521890982272215,12175,tachycardia,synthetic_ads1115
83,0.332,0.04609044757001796,1.518540838768145,12148,tachycardia,synthetic_ads1115
84,0.336,0.02465711462218348,1.5190466307005046,12152,tachycardia,synthetic_ads1115
85,0.34,0.012981152013838424,1.514180378259462,12113,tachycardia,synthetic_ads1115
86,0.344,0.006854096359815083,1.5201234765702503,12161,tachycardia,synthetic_ads1115
87,0.348,0.0038940602495660887,1.5207360958442946,12166,tachycardia,synthetic_ads1115
88,0.352,0.0031775850942764522,1.5217425703789482,12174,tachycardia,synthetic_ads1115
89,0.356,0.006091784282745693,1.511537404613606,12092,tachycardia,synthetic_ads1115
90,0.36,0.01978756126221051,1.5223889476694186,12179,tachycardia,synthetic_ads1115
91,0.364,0.0607304302070802,1.5261844751410538,12209,tachycardia,synthetic_ads1115
92,0.368,0.1285445825730498,1.5247116391050324,12197,tachycardia,synthetic_ads1115
93,0.372,0.06263172474446509,1.5224882167640021,12180,tachycardia,synthetic_ads1115
94,0.376,-0.7111486109647452,1.5128681940789421,12103,tachycardia,synthetic_ads1115
95,0.38,-2.769660318130345,1.5128155035862212,12102,tachycardia,synthetic_ads1115
96,0.384,-3.631145553720692,1.524149991475302,12193,tachycardia,synthetic_ads1115
